DE_wind_generation_actual,cumulated hours,v1,v2,v_50m,h1,h2,z0,SWTDN,SWGDN,T,rho,p,v1-1d,v2-1d,v_50m-1d,h1-1d,h2-1d,z0-1d,SWTDN-1d,SWGDN-1d,T-1d,rho-1d,p-1d,day_of_year,month,day_of_week,hr_of_day,day_of_month
8763,24,3.319179688,4.722304688,6.377226563,2.54296875,10.54296875,0.1634775,0,0,273.8506624,1.255633354,98881.60156,2.616757813,3.714414063,5.1325,2.546875,10.546875,0.164369735,0,0,275.2967472,1.253184795,99281.00781,2,1,5,0,2
10716,25,3.566015625,5.047695313,6.718867188,2.54296875,10.54296875,0.163452252,0,0,273.7111385,1.256009579,98836.3125,2.564375,3.631054688,4.97609375,2.546875,10.546875,0.164330886,0,0,275.2554729,1.253777981,99288.49219,2,1,5,1,2
11949,26,3.793242188,5.346484375,7.072734375,2.54296875,10.54296875,0.163426124,0,0,273.544912,1.256325364,98788.35938,2.480859375,3.516328125,4.7946875,2.546875,10.546875,0.164287718,0,0,275.2170888,1.254303694,99296.39844,2,1,5,2,2
13451,27,3.9840625,5.601171875,7.382890625,2.54296875,10.54296875,0.163404602,0,0,273.3645455,1.256526947,98738.94531,2.397148438,3.404960938,4.664023438,2.546875,10.546875,0.164239131,0,0,275.2117145,1.254561663,99306.69531,2,1,5,3,2
14640,28,4.177773438,5.858046875,7.684414063,2.54296875,10.54296875,0.163385655,0,0,273.2062187,1.256785393,98693.00781,2.305703125,3.286601563,4.566289063,2.546875,10.546875,0.164198959,0,0,275.193369,1.254733324,99319.75,2,1,5,4,2
15480,29,4.413945313,6.173046875,8.027617188,2.54296875,10.54296875,0.163363145,0,0,273.072525,1.257214308,98659.42969,2.207226563,3.1603125,4.445078125,2.546875,10.546875,0.164153243,0,0,275.1842281,1.254968643,99336.71094,2,1,5,5,2
16062,30,4.610820313,6.435703125,8.298984375,2.54296875,10.54296875,0.163350951,0.034559067,0.006785978,272.9312402,1.25783968,98635.90625,2.099335938,3.027148438,4.291757813,2.546875,10.546875,0.164116483,0.029503496,0.002406278,275.151314,1.255247235,99357.07813,2,1,5,6,2
16588,31,4.843398438,6.73984375,8.582617188,2.54296875,10.54296875,0.163322516,33.59112611,7.862776877,272.8628325,1.258599758,98625.17188,2.001992188,2.90375,4.116835938,2.54296875,10.54296875,0.164067523,32.70126538,4.885146911,275.175961,1.255486965,99383.76563,2,1,5,7,2
17324,32,5.130195313,7.093671875,8.80515625,2.54296875,10.54296875,0.163302995,169.2630633,43.10206604,273.1246369,1.258611918,98622.36719,2.061835938,2.915976563,3.855273438,2.54296875,10.54296875,0.164030521,167.5231323,34.33053589,275.6127667,1.255295038,99415.40625,2,1,5,8,2
17888,33,5.352578125,7.368359375,8.99046875,2.54296875,10.54296875,0.163266912,289.2548828,82.10215759,273.4860234,1.257853031,98615.41406,2.112539063,2.905078125,3.583515625,2.54296875,10.54296875,0.163994572,287.4326172,78.5435791,276.1606917,1.254250526,99436.26563,2,1,5,9,2
18265,34,5.479492188,7.522226563,9.1,2.54296875,10.54296875,0.16323187,360.3291016,113.0650635,273.8525283,1.256440401,98591.48438,2.04796875,2.776601563,3.340351563,2.54296875,10.54296875,0.16395066,358.4521484,116.5002747,276.6982546,1.25232172,99428.96875,2,1,5,10,2
18329,35,5.515390625,7.565390625,9.143554688,2.54296875,10.54296875,0.163203291,377.6264648,120.3220825,274.1396585,1.254784822,98554.50781,1.911523438,2.582539063,3.092773438,2.54296875,10.54296875,0.163911946,375.7382813,134.6239014,277.1569405,1.250017285,99399.4375,2,1,5,11,2
18394,36,5.48109375,7.533125,9.160898438,2.54296875,10.54296875,0.163161173,339.9829102,101.1817322,274.2189333,1.25369668,98521.95313,1.731445313,2.361875,2.867460938,2.54296875,10.54296875,0.163870013,338.1130371,124.6324463,277.4138107,1.248167038,99369.28906,2,1,5,12,2
18540,37,5.382070313,7.42453125,9.198398438,2.54296875,10.54296875,0.163128603,249.9614258,62.7784729,274.0041906,1.253775835,98504.78125,1.426953125,2.038046875,2.688203125,2.54296875,10.54296875,0.163833068,248.1320801,87.31874084,277.3067951,1.247253895,99346.14844,2,1,5,13,2
18754,38,5.239882813,7.27328125,9.281132813,2.54296875,10.54296875,0.163094669,114.7268173,20.43891907,273.4768484,1.255073309,98495.82031,1.09140625,1.761679688,2.742617188,2.54296875,10.54296875,0.16379524,113.0598755,33.66766167,276.5454912,1.247368336,99328.45313,2,1,5,14,2
19192,39,5.196757813,7.248554688,9.449570313,2.54296875,10.54296875,0.163064079,8.824958162,0.986194561,272.8686564,1.257193565,98501.82813,1.112890625,1.874335938,3.11078125,2.54296875,10.54296875,0.163759679,8.461687343,1.855963742,275.7063886,1.248086572,99311.73438,2,1,5,15,2
19913,40,5.296289063,7.386484375,9.581132813,2.54296875,10.54296875,0.163035517,0,0,272.4915668,1.259379506,98518.54688,1.371054688,2.2134375,3.549257813,2.54296875,10.54296875,0.163721081,0,0,275.4866167,1.249089718,99289.90625,2,1,5,16,2
20215,41,5.350195313,7.45109375,9.590664063,2.54296875,10.54296875,0.163004206,0,0,272.1922967,1.261407614,98537.65625,1.671875,2.600195313,4.012929688,2.54296875,10.54296875,0.163686853,0,0,275.280497,1.250164747,99255.3125,2,1,5,17,2
20108,42,5.344335938,7.43328125,9.514648438,2.54296875,10.54296875,0.162972279,0,0,271.9252721,1.26309216,98548.14844,1.950234375,2.967304688,4.468164063,2.54296875,10.54296875,0.163660326,0,0,275.0411614,1.251209497,99210.71094,2,1,5,18,2
19693,43,5.321328125,7.392851563,9.434023438,2.54296875,10.54296875,0.162931241,0,0,271.710413,1.264296055,98549.23438,2.194335938,3.288164063,4.867109375,2.54296875,10.54296875,0.163623968,0,0,274.8006428,1.252238035,99158.86719,2,1,5,19,2
19202,44,5.269257813,7.314453125,9.3171875,2.54296875,10.54296875,0.162900692,0,0,271.5419018,1.2651366,98544.19531,2.4128125,3.566445313,5.198476563,2.54296875,10.54296875,0.163597172,0,0,274.5729113,1.253178239,99098.53125,2,1,5,20,2
18460,45,5.23203125,7.260078125,9.239609375,2.54296875,10.54296875,0.162862349,0,0,271.4123868,1.265651464,98531.33594,2.611875,3.809375,5.486484375,2.54296875,10.54296875,0.163560886,0,0,274.3566023,1.253979683,99038.38281,2,1,5,21,2
18772,46,5.199492188,7.217148438,9.18265625,2.54296875,10.54296875,0.162824161,0,0,271.2973629,1.265858054,98504.39063,2.84046875,4.101445313,5.783359375,2.54296875,10.54296875,0.163531413,0,0,274.16732,1.254680276,98987.72656,2,1,5,22,2
18924,47,5.164101563,7.167382813,9.115273438,2.54296875,10.54296875,0.162787351,0,0,271.1924611,1.265884995,98468.17969,3.075664063,4.406796875,6.074882813,2.54296875,10.54296875,0.16350414,0,0,273.9993091,1.255226135,98935.30469,2,1,5,23,2
18596,48,5.146914063,7.141953125,9.068671875,2.54296875,10.54296875,0.162747621,0,0,271.1051524,1.265824556,98429.23438,3.319179688,4.722304688,6.377226563,2.54296875,10.54296875,0.1634775,0,0,273.8506624,1.255633354,98881.60156,3,1,6,0,3
18600,49,5.125039063,7.1084375,9.0253125,2.54296875,10.54296875,0.162713874,0,0,271.0092512,1.265876532,98398.91406,3.566015625,5.047695313,6.718867188,2.54296875,10.54296875,0.163452252,0,0,273.7111385,1.256009579,98836.3125,3,1,6,1,3
18440,50,5.119101563,7.096992188,9.005507813,2.54296875,10.54296875,0.162682673,0,0,270.9136683,1.265946388,98367.28906,3.793242188,5.346484375,7.072734375,2.54296875,10.54296875,0.163426124,0,0,273.544912,1.256325364,98788.35938,3,1,6,2,3
18281,51,5.162109375,7.153007813,9.054921875,2.54296875,10.54296875,0.16265393,0,0,270.800455,1.26621449,98336.65625,3.9840625,5.601171875,7.382890625,2.54296875,10.54296875,0.163404602,0,0,273.3645455,1.256526947,98738.94531,3,1,6,3,3
18302,52,5.1878125,7.18890625,9.09453125,2.54296875,10.54296875,0.162622627,0,0,270.6574498,1.266543865,98304.17188,4.177773438,5.858046875,7.684414063,2.54296875,10.54296875,0.163385655,0,0,273.2062187,1.256785393,98693.00781,3,1,6,4,3
18422,53,5.162070313,7.14734375,9.029179688,2.54296875,10.54296875,0.16258996,0,0,270.5089917,1.266867876,98270.96875,4.413945313,6.173046875,8.027617188,2.54296875,10.54296875,0.163363145,0,0,273.072525,1.257214308,98659.42969,3,1,6,5,3
18190,54,5.11578125,7.07703125,8.9365625,2.54296875,10.54296875,0.16255231,0.040884689,0.003857297,270.363879,1.267234564,98243.78906,4.610820313,6.435703125,8.298984375,2.54296875,10.54296875,0.163350951,0.034559067,0.006785978,272.9312402,1.25783968,98635.90625,3,1,6,6,3
17751,55,5.095,7.03796875,8.853046875,2.54296875,10.54296875,0.162511769,34.58488882,7.483078995,270.2942301,1.267540932,98226.55469,4.843398438,6.73984375,8.582617188,2.54296875,10.54296875,0.163322516,33.59112611,7.862776877,272.8628325,1.258599758,98625.17188,3,1,6,7,3
17202,56,5.2396875,7.180195313,8.819414063,2.54296875,10.54296875,0.162473703,171.1732788,49.10799408,270.6446941,1.266878128,98206.63281,5.130195313,7.093671875,8.80515625,2.54296875,10.54296875,0.163302995,169.2630633,43.10206604,273.1246369,1.258611918,98622.36719,3,1,6,8,3
16685,57,5.309648438,7.221835938,8.652578125,2.54296875,10.54296875,0.162418019,291.2514648,99.07965088,271.1802717,1.264776468,98167.8125,5.352578125,7.368359375,8.99046875,2.54296875,10.54296875,0.163266912,289.2548828,82.10215759,273.4860234,1.257853031,98615.41406,3,1,6,9,3
15632,58,5.263320313,7.136601563,8.481992188,2.54296875,10.54296875,0.162369798,362.3769531,135.842041,271.7548857,1.261559129,98097.71875,5.479492188,7.522226563,9.1,2.54296875,10.54296875,0.16323187,360.3291016,113.0650635,273.8525283,1.256440401,98591.48438,3,1,6,10,3
14568,59,5.194414063,7.034960938,8.352617188,2.54296875,10.54296875,0.162319938,379.6977539,147.412323,272.2445515,1.258032322,98002.02344,5.515390625,7.565390625,9.143554688,2.54296875,10.54296875,0.163203291,377.6264648,120.3220825,274.1396585,1.254784822,98554.50781,3,1,6,11,3
14358,60,5.117851563,6.943515625,8.291484375,2.54296875,10.54296875,0.162269393,342.0390625,128.1082459,272.5272092,1.255052567,97906.05469,5.48109375,7.533125,9.160898438,2.54296875,10.54296875,0.163161173,339.9829102,101.1817322,274.2189333,1.25369668,98521.95313,3,1,6,12,3
14313,61,4.995664063,6.809335938,8.260664063,2.54296875,10.54296875,0.162218296,251.9631348,83.9765625,272.5188278,1.253154516,97821.64063,5.382070313,7.42453125,9.198398438,2.54296875,10.54296875,0.163128603,249.9614258,62.7784729,274.0041906,1.253775835,98504.78125,3,1,6,13,3
14881,62,4.7840625,6.602070313,8.348632813,2.54296875,10.54296875,0.162182707,116.5534974,28.40963745,272.0584526,1.2527107,97743.98438,5.239882813,7.27328125,9.281132813,2.54296875,10.54296875,0.163094669,114.7268173,20.43891907,273.4768484,1.255073309,98495.82031,3,1,6,14,3
15377,63,4.831914063,6.746484375,8.768710938,2.54296875,10.54296875,0.162153084,9.234883444,1.286369336,271.3181434,1.253409624,97663.46875,5.196757813,7.248554688,9.449570313,2.54296875,10.54296875,0.163064079,8.824958162,0.986194561,272.8686564,1.257193565,98501.82813,3,1,6,15,3
16306,64,5.063945313,7.093671875,9.18015625,2.54296875,10.54296875,0.162117001,0,0,270.891327,1.254318714,97576.41406,5.296289063,7.386484375,9.581132813,2.54296875,10.54296875,0.163035517,0,0,272.4915668,1.259379506,98518.54688,3,1,6,16,3
17294,65,5.22875,7.3140625,9.409960938,2.54296875,10.54296875,0.162086096,0,0,270.5785527,1.255106926,97485.58594,5.350195313,7.45109375,9.590664063,2.54296875,10.54296875,0.163004206,0,0,272.1922967,1.261407614,98537.65625,3,1,6,17,3
17648,66,5.319414063,7.42890625,9.487734375,2.54296875,10.54296875,0.162048657,0,0,270.3107499,1.255576134,97386.96094,5.344335938,7.43328125,9.514648438,2.54296875,10.54296875,0.162972279,0,0,271.9252721,1.26309216,98548.14844,3,1,6,18,3
17745,67,5.3484375,7.470507813,9.463046875,2.54296875,10.54296875,0.162002155,0,0,270.0589442,1.255641937,97276.0625,5.321328125,7.392851563,9.434023438,2.54296875,10.54296875,0.162931241,0,0,271.710413,1.264296055,98549.23438,3,1,6,19,3
17589,68,5.356445313,7.485351563,9.431171875,2.54296875,10.54296875,0.161955374,0,0,269.8449138,1.25550127,97163.35938,5.269257813,7.314453125,9.3171875,2.54296875,10.54296875,0.162900692,0,0,271.5419018,1.2651366,98544.19531,3,1,6,20,3
16955,69,5.391953125,7.539648438,9.431171875,2.54296875,10.54296875,0.161907121,0,0,269.6711614,1.255209208,97053.58594,5.23203125,7.260078125,9.239609375,2.54296875,10.54296875,0.162862349,0,0,271.4123868,1.265651464,98531.33594,3,1,6,21,3
16746,70,5.400429688,7.554453125,9.401484375,2.54296875,10.54296875,0.161870405,0,0,269.5316498,1.254721403,96947.78125,5.199492188,7.217148438,9.18265625,2.54296875,10.54296875,0.162824161,0,0,271.2973629,1.265858054,98504.39063,3,1,6,22,3
16415,71,5.365703125,7.514921875,9.344726563,2.54296875,10.54296875,0.161828141,0,0,269.4293671,1.253895521,96840.5,5.164101563,7.167382813,9.115273438,2.54296875,10.54296875,0.162787351,0,0,271.1924611,1.265884995,98468.17969,3,1,6,23,3
15686,72,5.315039063,7.447851563,9.264648438,2.5390625,10.5390625,0.161787111,0,0,269.3877186,1.25277257,96734.39844,5.146914063,7.141953125,9.068671875,2.54296875,10.54296875,0.162747621,0,0,271.1051524,1.265824556,98429.23438,4,1,0,0,4
15040,73,5.242226563,7.337421875,9.140234375,2.53515625,10.53515625,0.161748212,0,0,269.4024444,1.251583219,96645.13281,5.125039063,7.1084375,9.0253125,2.54296875,10.54296875,0.162713874,0,0,271.0092512,1.265876532,98398.91406,4,1,0,1,4
14410,74,5.181015625,7.24546875,9.060625,2.53515625,10.53515625,0.161713139,0,0,269.4592351,1.250223756,96561.60156,5.119101563,7.096992188,9.005507813,2.54296875,10.54296875,0.162682673,0,0,270.9136683,1.265946388,98367.28906,4,1,0,2,4
13623,75,5.146679688,7.1821875,8.994648438,2.53515625,10.53515625,0.161674976,0,0,269.5171529,1.249051571,96491.39844,5.162109375,7.153007813,9.054921875,2.54296875,10.54296875,0.16265393,0,0,270.800455,1.26621449,98336.65625,4,1,0,3,4
13175,76,5.102148438,7.110273438,8.943125,2.53515625,10.53515625,0.161639446,0,0,269.5847367,1.248052001,96443.75781,5.1878125,7.18890625,9.09453125,2.54296875,10.54296875,0.162622627,0,0,270.6574498,1.266543865,98304.17188,4,1,0,4,4
13284,77,5.037578125,7.015351563,8.861640625,2.53515625,10.53515625,0.161602609,0,0,269.6785927,1.247114062,96413.57031,5.162070313,7.14734375,9.029179688,2.54296875,10.54296875,0.16258996,0,0,270.5089917,1.266867876,98270.96875,4,1,0,5,4
13091,78,4.919101563,6.846914063,8.704140625,2.53515625,10.53515625,0.161563312,0.048482967,0.00275065,269.7466502,1.246457815,96396.8125,5.11578125,7.07703125,8.9365625,2.54296875,10.54296875,0.16255231,0.040884689,0.003857297,270.363879,1.267234564,98243.78906,4,1,0,6,4
12873,79,4.83625,6.721367188,8.562382813,2.53515625,10.53515625,0.161522893,35.68299968,5.453442163,269.8506154,1.24590373,96388.03906,5.095,7.03796875,8.853046875,2.54296875,10.54296875,0.162511769,34.58488882,7.483078995,270.2942301,1.267540932,98226.55469,4,1,0,7,4
12206,80,4.858203125,6.7184375,8.424414063,2.53515625,10.53515625,0.161473341,173.2467185,36.21296692,270.2525867,1.244733572,96386.92969,5.2396875,7.180195313,8.819414063,2.54296875,10.54296875,0.162473703,171.1732788,49.10799408,270.6446941,1.266878128,98206.63281,4,1,0,8,4
11458,81,4.83265625,6.650078125,8.203125,2.53125,10.53125,0.161425549,293.4138184,72.13372803,270.8599173,1.242422581,96386.92969,5.309648438,7.221835938,8.652578125,2.54296875,10.54296875,0.162418019,291.2514648,99.07965088,271.1802717,1.264776468,98167.8125,4,1,0,9,4
10580,82,4.74625,6.510664063,8.005195313,2.53125,10.53125,0.161374309,364.597168,98.878479,271.5211681,1.239371777,96378.34375,5.263320313,7.136601563,8.481992188,2.54296875,10.54296875,0.162369798,362.3769531,135.842041,271.7548857,1.261559129,98097.71875,4,1,0,10,4
10173,83,4.652890625,6.382070313,7.88609375,2.53125,10.53125,0.16132723,381.9384766,111.7799683,272.0973715,1.236285686,96356.71094,5.194414063,7.034960938,8.352617188,2.54296875,10.54296875,0.162319938,379.6977539,147.412323,272.2445515,1.258032322,98002.02344,4,1,0,11,4
9772,84,4.53640625,6.23796875,7.794375,2.53125,10.53125,0.161284173,344.2626953,101.4664307,272.4888099,1.233843923,96343.85938,5.117851563,6.943515625,8.291484375,2.54296875,10.54296875,0.162269393,342.0390625,128.1082459,272.5272092,1.255052567,97906.05469,4,1,0,12,4
9753,85,4.334023438,5.990664063,7.653320313,2.53125,10.53125,0.161242888,254.1259766,67.72369385,272.6216782,1.232428551,96343.96094,4.995664063,6.809335938,8.260664063,2.54296875,10.54296875,0.162218296,251.9631348,83.9765625,272.5188278,1.253154516,97821.64063,4,1,0,13,4
10014,86,4.00203125,5.58375,7.50109375,2.53125,10.53125,0.161205983,118.544251,24.37129974,272.4123734,1.23222959,96354.16406,4.7840625,6.602070313,8.348632813,2.54296875,10.54296875,0.162182707,116.5534974,28.40963745,272.0584526,1.2527107,97743.98438,4,1,0,14,4
10292,87,3.841875,5.416601563,7.606367188,2.53125,10.53125,0.161170466,9.694842615,1.586426329,272.0010155,1.232887983,96370.21875,4.831914063,6.746484375,8.768710938,2.54296875,10.54296875,0.162153084,9.234883444,1.286369336,271.3181434,1.253409624,97663.46875,4,1,0,15,4
10920,88,3.9178125,5.527460938,7.760195313,2.53125,10.53125,0.161132141,0,0,271.8050652,1.233762264,96388.9375,5.063945313,7.093671875,9.18015625,2.54296875,10.54296875,0.162117001,0,0,270.891327,1.254318714,97576.41406,4,1,0,16,4
11096,89,3.97265625,5.599453125,7.823359375,2.53125,10.53125,0.161094228,0,0,271.7038627,1.234552383,96407.3125,5.22875,7.3140625,9.409960938,2.54296875,10.54296875,0.162086096,0,0,270.5785527,1.255106926,97485.58594,4,1,0,17,4
10861,90,3.961640625,5.582539063,7.785859375,2.53125,10.53125,0.161054911,0,0,271.6185572,1.235232949,96425.875,5.319414063,7.42890625,9.487734375,2.54296875,10.54296875,0.162048657,0,0,270.3107499,1.255576134,97386.96094,4,1,0,18,4
10690,91,3.912421875,5.52015625,7.728007813,2.53125,10.53125,0.161019753,0,0,271.5489701,1.235707045,96445.40625,5.3484375,7.470507813,9.463046875,2.54296875,10.54296875,0.162002155,0,0,270.0589442,1.255641937,97276.0625,4,1,0,19,4
10284,92,3.861054688,5.456640625,7.654257813,2.53125,10.53125,0.16097819,0,0,271.4928128,1.236039639,96466.625,5.356445313,7.485351563,9.431171875,2.54296875,10.54296875,0.161955374,0,0,269.8449138,1.25550127,97163.35938,4,1,0,20,4
9974,93,3.788789063,5.360390625,7.536367188,2.53125,10.53125,0.160936478,0,0,271.4498585,1.236150384,96482.03125,5.391953125,7.539648438,9.431171875,2.54296875,10.54296875,0.161907121,0,0,269.6711614,1.255209208,97053.58594,4,1,0,21,4
9676,94,3.726171875,5.281992188,7.442304688,2.53125,10.53125,0.160900663,0,0,271.4037451,1.236128449,96490.07031,5.400429688,7.554453125,9.401484375,2.54296875,10.54296875,0.161870405,0,0,269.5316498,1.254721403,96947.78125,4,1,0,22,4
9529,95,3.681796875,5.231992188,7.3659375,2.53125,10.53125,0.160865623,0,0,271.3397478,1.236073256,96486.28906,5.365703125,7.514921875,9.344726563,2.54296875,10.54296875,0.161828141,0,0,269.4293671,1.253895521,96840.5,4,1,0,23,4
9304,96,3.661367188,5.210234375,7.2778125,2.53125,10.53125,0.160832379,0,0,271.2759095,1.236045122,96477.29688,5.315039063,7.447851563,9.264648438,2.5390625,10.5390625,0.161787111,0,0,269.3877186,1.25277257,96734.39844,5,1,1,0,5
9205,97,3.654492188,5.2021875,7.202890625,2.53125,10.53125,0.160798055,0,0,271.2183101,1.236182809,96472.96094,5.242226563,7.337421875,9.140234375,2.53515625,10.53515625,0.161748212,0,0,269.4024444,1.251583219,96645.13281,5,1,1,1,5
9191,98,3.678320313,5.2284375,7.190625,2.53125,10.53125,0.160759516,0,0,271.181688,1.23636663,96463.91406,5.181015625,7.24546875,9.060625,2.53515625,10.53515625,0.161713139,0,0,269.4592351,1.250223756,96561.60156,5,1,1,2,5
9260,99,3.725117188,5.276054688,7.2209375,2.53125,10.53125,0.160727085,0,0,271.1508179,1.236732006,96455.76563,5.146679688,7.1821875,8.994648438,2.53515625,10.53515625,0.161674976,0,0,269.5171529,1.249051571,96491.39844,5,1,1,3,5
9387,100,3.7675,5.31640625,7.237460938,2.53125,10.53125,0.160685253,0,0,271.1141875,1.237307549,96459.24219,5.102148438,7.110273438,8.943125,2.53515625,10.53515625,0.161639446,0,0,269.5847367,1.248052001,96443.75781,5,1,1,4,5
9378,101,3.799609375,5.347265625,7.260546875,2.53125,10.53125,0.160650761,0,0,271.0804683,1.237972736,96475.02344,5.037578125,7.015351563,8.861640625,2.53515625,10.53515625,0.161602609,0,0,269.6785927,1.247114062,96413.57031,5,1,1,5,5
9323,102,3.831757813,5.393203125,7.319570313,2.53125,10.53125,0.160613166,0.058114615,0.012242574,271.0270762,1.238725424,96501.57031,4.919101563,6.846914063,8.704140625,2.53515625,10.53515625,0.161563312,0.048482967,0.00275065,269.7466502,1.246457815,96396.8125,5,1,1,6,5
9250,103,3.885625,5.460546875,7.358398438,2.53125,10.53125,0.160571451,36.89231792,8.243125673,271.0947802,1.239441633,96538.10938,4.83625,6.721367188,8.562382813,2.53515625,10.53515625,0.161522893,35.68299968,5.453442163,269.8506154,1.24590373,96388.03906,5,1,1,7,5
9086,104,4.086523438,5.656953125,7.26109375,2.53125,10.53125,0.16053229,175.4865723,47.13075638,271.6763703,1.239401937,96575.92969,4.858203125,6.7184375,8.424414063,2.53515625,10.53515625,0.161473341,173.2467185,36.21296692,270.2525867,1.244733572,96386.92969,5,1,1,8,5
8797,105,4.197617188,5.746015625,7.07578125,2.53125,10.53125,0.160484859,295.7514648,88.87623596,272.2707633,1.238226175,96608.97656,4.83265625,6.650078125,8.203125,2.53125,10.53125,0.161425549,293.4138184,72.13372803,270.8599173,1.242422581,96386.92969,5,1,1,9,5
8369,106,4.200507813,5.730585938,7.023789063,2.53125,10.53125,0.160447057,366.9902344,115.4963684,272.8231934,1.236122608,96627.21094,4.74625,6.510664063,8.005195313,2.53125,10.53125,0.161374309,364.597168,98.878479,271.5211681,1.239371777,96378.34375,5,1,1,10,5
8088,107,4.182773438,5.705273438,7.013828125,2.53125,10.53125,0.160400316,384.3544922,119.420929,273.2487491,1.234045506,96629.71875,4.652890625,6.382070313,7.88609375,2.53125,10.53125,0.16132723,381.9384766,111.7799683,272.0973715,1.236285686,96356.71094,5,1,1,11,5
7892,108,4.118671875,5.626171875,6.953789063,2.53125,10.53125,0.160363921,346.6518555,101.990387,273.4610014,1.232798815,96638.07813,4.53640625,6.23796875,7.794375,2.53125,10.53125,0.161284173,344.2626953,101.4664307,272.4888099,1.233843923,96343.85938,5,1,1,12,5
7972,109,3.94328125,5.411289063,6.836523438,2.53125,10.53125,0.160323266,256.4628906,68.02087402,273.4278014,1.232555509,96660.82813,4.334023438,5.990664063,7.653320313,2.53125,10.53125,0.161242888,254.1259766,67.72369385,272.6216782,1.232428551,96343.96094,5,1,1,13,5
8052,110,3.668515625,5.1078125,6.841914063,2.53125,10.53125,0.160288766,120.6949158,25.79864502,272.9999346,1.233325005,96693.1875,4.00203125,5.58375,7.50109375,2.53125,10.53125,0.161205983,118.544251,24.37129974,272.4123734,1.23222959,96354.16406,5,1,1,14,5
8112,111,3.5509375,5.022695313,6.981015625,2.53125,10.53125,0.160252608,10.20855189,1.689491514,272.3870975,1.234578252,96730.38281,3.841875,5.416601563,7.606367188,2.53125,10.53125,0.161170466,9.694842615,1.586426329,272.0010155,1.232887983,96370.21875,5,1,1,15,5
8368,112,3.561953125,5.0546875,7.027539063,2.53125,10.53125,0.160221318,0,0,272.0986159,1.235862255,96766.07813,3.9178125,5.527460938,7.760195313,2.53125,10.53125,0.161132141,0,0,271.8050652,1.233762264,96388.9375,5,1,1,16,5
8622,113,3.565039063,5.0596875,7.020585938,2.53125,10.53125,0.160179857,0,0,271.9374881,1.237104416,96805.33594,3.97265625,5.599453125,7.823359375,2.53125,10.53125,0.161094228,0,0,271.7038627,1.234552383,96407.3125,5,1,1,17,5
8527,114,3.560625,5.043398438,6.991953125,2.53125,10.53125,0.160135673,0,0,271.82128,1.238274217,96847.25,3.961640625,5.582539063,7.785859375,2.53125,10.53125,0.161054911,0,0,271.6185572,1.235232949,96425.875,5,1,1,18,5
8410,115,3.53640625,5.0028125,6.946054688,2.53125,10.53125,0.160095375,0,0,271.7048794,1.239381671,96886.33594,3.912421875,5.52015625,7.728007813,2.53125,10.53125,0.161019753,0,0,271.5489701,1.235707045,96445.40625,5,1,1,19,5
8185,116,3.494257813,4.9421875,6.884804688,2.53125,10.53125,0.160050167,0,0,271.576584,1.240385532,96918.17969,3.861054688,5.456640625,7.654257813,2.53125,10.53125,0.16097819,0,0,271.4928128,1.236039639,96466.625,5,1,1,20,5
7999,117,3.460429688,4.897226563,6.842460938,2.53125,10.53125,0.160010864,0,0,271.4612651,1.241222382,96939.4375,3.788789063,5.360390625,7.536367188,2.53125,10.53125,0.160936478,0,0,271.4498585,1.236150384,96482.03125,5,1,1,21,5
7968,118,3.422890625,4.852421875,6.799648438,2.53125,10.53125,0.159962019,0,0,271.3376691,1.241974592,96954.57813,3.726171875,5.281992188,7.442304688,2.53125,10.53125,0.160900663,0,0,271.4037451,1.236128449,96490.07031,5,1,1,22,5
7723,119,3.381132813,4.80296875,6.730429688,2.53125,10.53125,0.159922652,0,0,271.187458,1.242591381,96952.95313,3.681796875,5.231992188,7.3659375,2.53125,10.53125,0.160865623,0,0,271.3397478,1.236073256,96486.28906,5,1,1,23,5
7566,120,3.325976563,4.733359375,6.61984375,2.53125,10.53125,0.159879216,0,0,271.0346015,1.243101358,96940.65625,3.661367188,5.210234375,7.2778125,2.53125,10.53125,0.160832379,0,0,271.2759095,1.236045122,96477.29688,6,1,2,0,6
7264,121,3.2959375,4.699179688,6.532539063,2.53125,10.53125,0.159839204,0,0,270.8761187,1.24369657,96933.59375,3.654492188,5.2021875,7.202890625,2.53125,10.53125,0.160798055,0,0,271.2183101,1.236182809,96472.96094,6,1,2,1,6
7212,122,3.275117188,4.674804688,6.457460938,2.53125,10.53125,0.159796714,0,0,270.7279361,1.24429667,96925.82813,3.678320313,5.2284375,7.190625,2.53125,10.53125,0.160759516,0,0,271.181688,1.23636663,96463.91406,6,1,2,2,6
7163,123,3.250703125,4.641015625,6.38453125,2.53125,10.53125,0.159757849,0,0,270.6284283,1.244916558,96933.96094,3.725117188,5.276054688,7.2209375,2.53125,10.53125,0.160727085,0,0,271.1508179,1.236732006,96455.76563,6,1,2,3,6
7366,124,3.236835938,4.619609375,6.326484375,2.53125,10.53125,0.159715506,0,0,270.5602542,1.245716572,96966.36719,3.7675,5.31640625,7.237460938,2.53125,10.53125,0.160685253,0,0,271.1141875,1.237307549,96459.24219,6,1,2,4,6
7206,125,3.237539063,4.61359375,6.296875,2.53125,10.53125,0.159679305,0,0,270.5123084,1.246646762,97015.21875,3.799609375,5.347265625,7.260546875,2.53125,10.53125,0.160650761,0,0,271.0804683,1.237972736,96475.02344,6,1,2,5,6
